digit,count,empirical,benford,zscore
0,0.0,0.0,0.0,NaN,
1,2934.0,0.3123935264054514,0.30103,2.389563688126782,
2,1689.0,0.17983390119250425,0.176091,0.9387667607400714,
3,1163.0,0.12382879045996593,0.124939,0.30979517738892204,
4,853.0,0.09082197614991482,0.09691,1.9769294834865185,
5,685.0,0.07293441226575809,0.0791812,2.2229035899708407,
6,606.0,0.06452299829642248,0.0669468,0.9192058465508106,
7,508.0,0.054088586030664396,0.0579919,1.5963844514400671,
8,522.0,0.055579216354344124,0.0511525,1.9238645931478235,
