digit,count,empirical,benford,zscore
0,0.0,0.0,0.0,NaN,
1,2986.0,0.298361310951239,0.30103,0.5711235276063515,
2,1683.0,0.1681654676258993,0.176091,2.068462111003338,
3,1270.0,0.12689848121502798,0.124939,0.5777366938938738,
4,1071.0,0.10701438848920863,0.09691,3.400018053800734,
5,670.0,0.06694644284572342,0.0791812,4.514335399316648,
6,666.0,0.06654676258992806,0.0669468,0.14012627628528088,
7,654.0,0.06534772182254196,0.0579919,3.127044869950972,
8,558.0,0.05575539568345324,0.0511525,2.0674428810435237,
