digit,count,empirical,benford,zscore
0,0.0,0.0,0.0,NaN,
1,1407.0,0.3160377358490566,0.30103,2.166687966641873,
2,756.0,0.16981132075471697,0.176091,1.0803622244887319,
3,664.0,0.14914645103324348,0.124939,4.862267970679175,
4,319.0,0.07165318957771788,0.09691,5.671145525603296,
5,293.0,0.06581311769991015,0.0791812,3.275552127083883,
6,304.0,0.06828391734052111,0.0669468,0.3269848051786295,
7,192.0,0.0431266846361186,0.0579919,4.211571461005417,
8,284.0,0.0637915543575921,0.0511525,3.793885184896501,
