digit,count,empirical,benford,zscore
0,0.0,0.0,0.0,NaN,
1,2119.0,0.2898768809849521,0.30103,2.066090026599877,
2,1408.0,0.19261285909712722,0.176091,3.693241572314764,
3,890.0,0.12175102599179206,0.124939,0.806651379465688,
4,771.0,0.10547195622435021,0.09691,2.454700262336815,
5,588.0,0.08043775649794802,0.0791812,0.37621352764509136,
6,403.0,0.05512995896032832,0.0669468,4.019026183609046,
7,375.0,0.05129958960328317,0.0579919,2.423048939349371,
8,367.0,0.05020519835841313,0.0511525,0.3410889056427528,
