digit,count,empirical,benford,zscore
0,0.0,0.0,0.0,NaN,
1,1451.0,0.32592093441150044,0.30103,3.604297490785373,
2,606.0,0.13611859838274934,0.176091,6.982447470439018,
3,679.0,0.15251572327044025,0.124939,5.542168695543986,
4,443.0,0.09950584007187781,0.09691,0.560140983044165,
5,343.0,0.0770440251572327,0.0791812,0.5003520550049938,
6,272.0,0.061096136567834684,0.0669468,1.5319578858418874,
7,202.0,0.04537286612758311,0.0579919,3.5703450016096583,
8,244.0,0.05480682839173405,0.0511525,1.0727458975485133,
