digit,count,empirical,benford,zscore
0,0.0,0.0,0.0,NaN,
1,2315.0,0.27526753864447084,0.30103,5.13863531714071,
2,1440.0,0.17122473246135553,0.176091,1.157303209993872,
3,906.0,0.10772889417360286,0.124939,4.756751631743111,
4,840.0,0.09988109393579073,0.09691,0.9025806035833018,
5,935.0,0.11117717003567182,0.0791812,10.846445033904214,
6,723.0,0.08596908442330559,0.0669468,6.957978246204403,
7,545.0,0.06480380499405469,0.0579919,2.649405988493559,
8,378.0,0.04494649227110583,0.0511525,2.558574738750458,
